PassengerId,Survived,Pclass,Name,Age,SibSp,Parch,Ticket,Fare,Cabin,Age_filled,Age_by_class,Has_Cabin,Title,FamilySize,IsAlone,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_U
465,False,3,"Maisner, Mr. Simon",,0,0,A/S 2816,8.05,,28.0,24.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
466,False,3,"Goncalves, Mr. Manuel Estanslas",38.0,0,0,SOTON/O.Q. 3101306,7.05,,38.0,38.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
467,False,2,"Campbell, Mr. William",,0,0,239853,0.0,,28.0,29.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
468,False,1,"Smart, Mr. John Montgomery",56.0,0,0,113792,26.55,,56.0,56.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
469,False,3,"Scanlan, Mr. James",,0,0,36209,7.725,,28.0,24.0,0,Mr,1,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
470,True,3,"Baclini, Miss. Helene Barbara",0.75,2,1,2666,19.2583,,0.75,0.75,0,Miss,4,0,True,False,True,False,False,False,False,False,False,False,False,False,False,True
471,False,3,"Keefe, Mr. Arthur",,0,0,323592,7.25,,28.0,24.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
472,False,3,"Cacic, Mr. Luka",38.0,0,0,315089,8.6625,,38.0,38.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
473,True,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",33.0,1,2,C.A. 34651,27.75,,33.0,33.0,0,Mrs,4,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
474,True,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",23.0,0,0,SC/AH Basle 541,13.7917,D,23.0,23.0,1,Mrs,1,1,True,False,True,False,False,False,False,False,True,False,False,False,False,False
475,False,3,"Strandberg, Miss. Ida Sofia",22.0,0,0,7553,9.8375,,22.0,22.0,0,Miss,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True
476,False,1,"Clifford, Mr. George Quincy",,0,0,110465,52.0,A14,28.0,37.0,1,Mr,1,1,False,True,False,False,True,True,False,False,False,False,False,False,False,False
477,False,2,"Renouf, Mr. Peter Henry",34.0,1,0,31027,21.0,,34.0,34.0,0,Mr,2,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
478,False,3,"Braund, Mr. Lewis Richard",29.0,1,0,3460,7.0458,,29.0,29.0,0,Mr,2,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
479,False,3,"Karlsson, Mr. Nils August",22.0,0,0,350060,7.5208,,22.0,22.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
480,True,3,"Hirvonen, Miss. Hildur E",2.0,0,1,3101298,12.2875,,2.0,2.0,0,Miss,2,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
481,False,3,"Goodwin, Master. Harold Victor",9.0,5,2,CA 2144,46.9,,9.0,9.0,0,Master,8,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
482,False,2,"Frost, Mr. Anthony Wood ""Archie""",,0,0,239854,0.0,,28.0,29.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
483,False,3,"Rouse, Mr. Richard Henry",50.0,0,0,A/5 3594,8.05,,50.0,50.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
484,True,3,"Turkula, Mrs. (Hedwig)",63.0,0,0,4134,9.5875,,63.0,63.0,0,Mrs,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True
485,True,1,"Bishop, Mr. Dickinson H",25.0,1,0,11967,91.0792,B49,25.0,25.0,1,Mr,2,0,False,True,True,False,False,False,True,False,False,False,False,False,False,False
486,False,3,"Lefebre, Miss. Jeannie",,3,1,4133,25.4667,,28.0,24.0,0,Miss,5,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
487,True,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",35.0,1,0,19943,90.0,C93,35.0,35.0,1,Mrs,2,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False
488,False,1,"Kent, Mr. Edward Austin",58.0,0,0,11771,29.7,B37,58.0,58.0,1,Mr,1,1,False,True,True,False,False,False,True,False,False,False,False,False,False,False
489,False,3,"Somerton, Mr. Francis William",30.0,0,0,A.5. 18509,8.05,,30.0,30.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
490,True,3,"Coutts, Master. Eden Leslie ""Neville""",9.0,1,1,C.A. 37671,15.9,,9.0,9.0,0,Master,3,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
491,False,3,"Hagland, Mr. Konrad Mathias Reiersen",,1,0,65304,19.9667,,28.0,24.0,0,Mr,2,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
492,False,3,"Windelov, Mr. Einar",21.0,0,0,SOTON/OQ 3101317,7.25,,21.0,21.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
493,False,1,"Molson, Mr. Harry Markland",55.0,0,0,113787,30.5,C30,55.0,55.0,1,Mr,1,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False
494,False,1,"Artagaveytia, Mr. Ramon",71.0,0,0,PC 17609,49.5042,,71.0,71.0,0,Mr,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True
495,False,3,"Stanley, Mr. Edward Roland",21.0,0,0,A/4 45380,8.05,,21.0,21.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
496,False,3,"Yousseff, Mr. Gerious",,0,0,2627,14.4583,,28.0,24.0,0,Mr,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True
497,True,1,"Eustis, Miss. Elizabeth Mussey",54.0,1,0,36947,78.2667,D20,54.0,54.0,1,Miss,2,0,True,False,True,False,False,False,False,False,True,False,False,False,False,False
498,False,3,"Shellard, Mr. Frederick William",,0,0,C.A. 6212,15.1,,28.0,24.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
499,False,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",25.0,1,2,113781,151.55,C22 C26,25.0,25.0,1,Mrs,4,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False
500,False,3,"Svensson, Mr. Olof",24.0,0,0,350035,7.7958,,24.0,24.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
501,False,3,"Calic, Mr. Petar",17.0,0,0,315086,8.6625,,17.0,17.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
502,False,3,"Canavan, Miss. Mary",21.0,0,0,364846,7.75,,21.0,21.0,0,Miss,1,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True
503,False,3,"O'Sullivan, Miss. Bridget Mary",,0,0,330909,7.6292,,28.0,24.0,0,Miss,1,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True
504,False,3,"Laitinen, Miss. Kristina Sofia",37.0,0,0,4135,9.5875,,37.0,37.0,0,Miss,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True
505,True,1,"Maioni, Miss. Roberta",16.0,0,0,110152,86.5,B79,16.0,16.0,1,Miss,1,1,True,False,False,False,True,False,True,False,False,False,False,False,False,False
506,False,1,"Penasco y Castellana, Mr. Victor de Satode",18.0,1,0,PC 17758,108.9,C65,18.0,18.0,1,Mr,2,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False
507,True,2,"Quick, Mrs. Frederick Charles (Jane Richards)",33.0,0,2,26360,26.0,,33.0,33.0,0,Mrs,3,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
508,True,1,"Bradley, Mr. George (""George Arthur Brayton"")",,0,0,111427,26.55,,28.0,37.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
509,False,3,"Olsen, Mr. Henry Margido",28.0,0,0,C 4001,22.525,,28.0,28.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
510,True,3,"Lang, Mr. Fang",26.0,0,0,1601,56.4958,,26.0,26.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
511,True,3,"Daly, Mr. Eugene Patrick",29.0,0,0,382651,7.75,,29.0,29.0,0,Mr,1,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
512,False,3,"Webber, Mr. James",,0,0,SOTON/OQ 3101316,8.05,,28.0,24.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
513,True,1,"McGough, Mr. James Robert",36.0,0,0,PC 17473,26.2875,E25,36.0,36.0,1,Mr,1,1,False,True,False,False,True,False,False,False,False,True,False,False,False,False
514,True,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",54.0,1,0,PC 17603,59.4,,54.0,54.0,0,Mrs,2,0,True,False,True,False,False,False,False,False,False,False,False,False,False,True
515,False,3,"Coleff, Mr. Satio",24.0,0,0,349209,7.4958,,24.0,24.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
516,False,1,"Walker, Mr. William Anderson",47.0,0,0,36967,34.0208,D46,47.0,47.0,1,Mr,1,1,False,True,False,False,True,False,False,False,True,False,False,False,False,False
517,True,2,"Lemore, Mrs. (Amelia Milley)",34.0,0,0,C.A. 34260,10.5,F33,34.0,34.0,1,Mrs,1,1,True,False,False,False,True,False,False,False,False,False,True,False,False,False
518,False,3,"Ryan, Mr. Patrick",,0,0,371110,24.15,,28.0,24.0,0,Mr,1,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
519,True,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",36.0,1,0,226875,26.0,,36.0,36.0,0,Mrs,2,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
520,False,3,"Pavlovic, Mr. Stefo",32.0,0,0,349242,7.8958,,32.0,32.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
521,True,1,"Perreault, Miss. Anne",30.0,0,0,12749,93.5,B73,30.0,30.0,1,Miss,1,1,True,False,False,False,True,False,True,False,False,False,False,False,False,False
522,False,3,"Vovk, Mr. Janko",22.0,0,0,349252,7.8958,,22.0,22.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
523,False,3,"Lahoud, Mr. Sarkis",,0,0,2624,7.225,,28.0,24.0,0,Mr,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True
524,True,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",44.0,0,1,111361,57.9792,B18,44.0,44.0,1,Mrs,2,0,True,False,True,False,False,False,True,False,False,False,False,False,False,False
525,False,3,"Kassem, Mr. Fared",,0,0,2700,7.2292,,28.0,24.0,0,Mr,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True
526,False,3,"Farrell, Mr. James",40.5,0,0,367232,7.75,,40.5,40.5,0,Mr,1,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
527,True,2,"Ridsdale, Miss. Lucy",50.0,0,0,W./C. 14258,10.5,,50.0,50.0,0,Miss,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True
528,False,1,"Farthing, Mr. John",,0,0,PC 17483,221.7792,C95,28.0,37.0,1,Mr,1,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False
529,False,3,"Salonen, Mr. Johan Werner",39.0,0,0,3101296,7.925,,39.0,39.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
530,False,2,"Hocking, Mr. Richard George",23.0,2,1,29104,11.5,,23.0,23.0,0,Mr,4,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
531,True,2,"Quick, Miss. Phyllis May",2.0,1,1,26360,26.0,,2.0,2.0,0,Miss,3,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
532,False,3,"Toufik, Mr. Nakli",,0,0,2641,7.2292,,28.0,24.0,0,Mr,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True
533,False,3,"Elias, Mr. Joseph Jr",17.0,1,1,2690,7.2292,,17.0,17.0,0,Mr,3,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True
534,True,3,"Peter, Mrs. Catherine (Catherine Rizk)",,0,2,2668,22.3583,,28.0,24.0,0,Mrs,3,0,True,False,True,False,False,False,False,False,False,False,False,False,False,True
535,False,3,"Cacic, Miss. Marija",30.0,0,0,315084,8.6625,,30.0,30.0,0,Miss,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True
536,True,2,"Hart, Miss. Eva Miriam",7.0,0,2,F.C.C. 13529,26.25,,7.0,7.0,0,Miss,3,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
537,False,1,"Butt, Major. Archibald Willingham",45.0,0,0,113050,26.55,B38,45.0,45.0,1,Major,1,1,False,True,False,False,True,False,True,False,False,False,False,False,False,False
538,True,1,"LeRoy, Miss. Bertha",30.0,0,0,PC 17761,106.425,,30.0,30.0,0,Miss,1,1,True,False,True,False,False,False,False,False,False,False,False,False,False,True
539,False,3,"Risien, Mr. Samuel Beard",,0,0,364498,14.5,,28.0,24.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
540,True,1,"Frolicher, Miss. Hedwig Margaritha",22.0,0,2,13568,49.5,B39,22.0,22.0,1,Miss,3,0,True,False,True,False,False,False,True,False,False,False,False,False,False,False
541,True,1,"Crosby, Miss. Harriet R",36.0,0,2,WE/P 5735,71.0,B22,36.0,36.0,1,Miss,3,0,True,False,False,False,True,False,True,False,False,False,False,False,False,False
542,False,3,"Andersson, Miss. Ingeborg Constanzia",9.0,4,2,347082,31.275,,9.0,9.0,0,Miss,7,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
543,False,3,"Andersson, Miss. Sigrid Elisabeth",11.0,4,2,347082,31.275,,11.0,11.0,0,Miss,7,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
544,True,2,"Beane, Mr. Edward",32.0,1,0,2908,26.0,,32.0,32.0,0,Mr,2,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
545,False,1,"Douglas, Mr. Walter Donald",50.0,1,0,PC 17761,106.425,C86,50.0,50.0,1,Mr,2,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False
546,False,1,"Nicholson, Mr. Arthur Ernest",64.0,0,0,693,26.0,,64.0,64.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
547,True,2,"Beane, Mrs. Edward (Ethel Clarke)",19.0,1,0,2908,26.0,,19.0,19.0,0,Mrs,2,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
548,True,2,"Padro y Manent, Mr. Julian",,0,0,SC/PARIS 2146,13.8625,,28.0,29.0,0,Mr,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True
549,False,3,"Goldsmith, Mr. Frank John",33.0,1,1,363291,20.525,,33.0,33.0,0,Mr,3,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
550,True,2,"Davies, Master. John Morgan Jr",8.0,1,1,C.A. 33112,36.75,,8.0,8.0,0,Master,3,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
551,True,1,"Thayer, Mr. John Borland Jr",17.0,0,2,17421,110.8833,C70,17.0,17.0,1,Mr,3,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False
552,False,2,"Sharp, Mr. Percival James R",27.0,0,0,244358,26.0,,27.0,27.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
553,False,3,"O'Brien, Mr. Timothy",,0,0,330979,7.8292,,28.0,24.0,0,Mr,1,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
554,True,3,"Leeni, Mr. Fahim (""Philip Zenni"")",22.0,0,0,2620,7.225,,22.0,22.0,0,Mr,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True
555,True,3,"Ohman, Miss. Velin",22.0,0,0,347085,7.775,,22.0,22.0,0,Miss,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True
556,False,1,"Wright, Mr. George",62.0,0,0,113807,26.55,,62.0,62.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
557,True,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",48.0,1,0,11755,39.6,A16,48.0,48.0,1,Lady,2,0,True,False,True,False,False,True,False,False,False,False,False,False,False,False
558,False,1,"Robbins, Mr. Victor",,0,0,PC 17757,227.525,,28.0,37.0,0,Mr,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True
559,True,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",39.0,1,1,110413,79.65,E67,39.0,39.0,1,Mrs,3,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False
560,True,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",36.0,1,0,345572,17.4,,36.0,36.0,0,Mrs,2,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
561,False,3,"Morrow, Mr. Thomas Rowan",,0,0,372622,7.75,,28.0,24.0,0,Mr,1,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
562,False,3,"Sivic, Mr. Husein",40.0,0,0,349251,7.8958,,40.0,40.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
563,False,2,"Norman, Mr. Robert Douglas",28.0,0,0,218629,13.5,,28.0,28.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
564,False,3,"Simmons, Mr. John",,0,0,SOTON/OQ 392082,8.05,,28.0,24.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
565,False,3,"Meanwell, Miss. (Marion Ogden)",,0,0,SOTON/O.Q. 392087,8.05,,28.0,24.0,0,Miss,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True
566,False,3,"Davies, Mr. Alfred J",24.0,2,0,A/4 48871,24.15,,24.0,24.0,0,Mr,3,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
567,False,3,"Stoytcheff, Mr. Ilia",19.0,0,0,349205,7.8958,,19.0,19.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
568,False,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",29.0,0,4,349909,21.075,,29.0,29.0,0,Mrs,5,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
569,False,3,"Doharr, Mr. Tannous",,0,0,2686,7.2292,,28.0,24.0,0,Mr,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True
570,True,3,"Jonsson, Mr. Carl",32.0,0,0,350417,7.8542,,32.0,32.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
571,True,2,"Harris, Mr. George",62.0,0,0,S.W./PP 752,10.5,,62.0,62.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
572,True,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",53.0,2,0,11769,51.4792,C101,53.0,53.0,1,Mrs,3,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False
573,True,1,"Flynn, Mr. John Irwin (""Irving"")",36.0,0,0,PC 17474,26.3875,E25,36.0,36.0,1,Mr,1,1,False,True,False,False,True,False,False,False,False,True,False,False,False,False
574,True,3,"Kelly, Miss. Mary",,0,0,14312,7.75,,28.0,24.0,0,Miss,1,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True
575,False,3,"Rush, Mr. Alfred George John",16.0,0,0,A/4. 20589,8.05,,16.0,16.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
576,False,3,"Patchett, Mr. George",19.0,0,0,358585,14.5,,19.0,19.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
577,True,2,"Garside, Miss. Ethel",34.0,0,0,243880,13.0,,34.0,34.0,0,Miss,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True
578,True,1,"Silvey, Mrs. William Baird (Alice Munger)",39.0,1,0,13507,55.9,E44,39.0,39.0,1,Mrs,2,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False
579,False,3,"Caram, Mrs. Joseph (Maria Elias)",,1,0,2689,14.4583,,28.0,24.0,0,Mrs,2,0,True,False,True,False,False,False,False,False,False,False,False,False,False,True
580,True,3,"Jussila, Mr. Eiriik",32.0,0,0,STON/O 2. 3101286,7.925,,32.0,32.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
581,True,2,"Christy, Miss. Julie Rachel",25.0,1,1,237789,30.0,,25.0,25.0,0,Miss,3,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
582,True,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",39.0,1,1,17421,110.8833,C68,39.0,39.0,1,Mrs,3,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False
583,False,2,"Downton, Mr. William James",54.0,0,0,28403,26.0,,54.0,54.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
584,False,1,"Ross, Mr. John Hugo",36.0,0,0,13049,40.125,A10,36.0,36.0,1,Mr,1,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False
585,False,3,"Paulner, Mr. Uscher",,0,0,3411,8.7125,,28.0,24.0,0,Mr,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True
586,True,1,"Taussig, Miss. Ruth",18.0,0,2,110413,79.65,E68,18.0,18.0,1,Miss,3,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False
587,False,2,"Jarvis, Mr. John Denzil",47.0,0,0,237565,15.0,,47.0,47.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
588,True,1,"Frolicher-Stehli, Mr. Maxmillian",60.0,1,1,13567,79.2,B41,60.0,60.0,1,Mr,3,0,False,True,True,False,False,False,True,False,False,False,False,False,False,False
589,False,3,"Gilinski, Mr. Eliezer",22.0,0,0,14973,8.05,,22.0,22.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
590,False,3,"Murdlin, Mr. Joseph",,0,0,A./5. 3235,8.05,,28.0,24.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
591,False,3,"Rintamaki, Mr. Matti",35.0,0,0,STON/O 2. 3101273,7.125,,35.0,35.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
592,True,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",52.0,1,0,36947,78.2667,D20,52.0,52.0,1,Mrs,2,0,True,False,True,False,False,False,False,False,True,False,False,False,False,False
593,False,3,"Elsbury, Mr. William James",47.0,0,0,A/5 3902,7.25,,47.0,47.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
594,False,3,"Bourke, Miss. Mary",,0,2,364848,7.75,,28.0,24.0,0,Miss,3,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True
595,False,2,"Chapman, Mr. John Henry",37.0,1,0,SC/AH 29037,26.0,,37.0,37.0,0,Mr,2,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
596,False,3,"Van Impe, Mr. Jean Baptiste",36.0,1,1,345773,24.15,,36.0,36.0,0,Mr,3,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
597,True,2,"Leitch, Miss. Jessie Wills",,0,0,248727,33.0,,28.0,29.0,0,Miss,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True
598,False,3,"Johnson, Mr. Alfred",49.0,0,0,LINE,0.0,,49.0,49.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
599,False,3,"Boulos, Mr. Hanna",,0,0,2664,7.225,,28.0,24.0,0,Mr,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True
600,True,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",49.0,1,0,PC 17485,56.9292,A20,49.0,49.0,1,Sir,2,0,False,True,True,False,False,True,False,False,False,False,False,False,False,False
601,True,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",24.0,2,1,243847,27.0,,24.0,24.0,0,Mrs,4,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
602,False,3,"Slabenoff, Mr. Petco",,0,0,349214,7.8958,,28.0,24.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
603,False,1,"Harrington, Mr. Charles H",,0,0,113796,42.4,,28.0,37.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
604,False,3,"Torber, Mr. Ernst William",44.0,0,0,364511,8.05,,44.0,44.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
605,True,1,"Homer, Mr. Harry (""Mr E Haven"")",35.0,0,0,111426,26.55,,35.0,35.0,0,Mr,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True
606,False,3,"Lindell, Mr. Edvard Bengtsson",36.0,1,0,349910,15.55,,36.0,36.0,0,Mr,2,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
607,False,3,"Karaic, Mr. Milan",30.0,0,0,349246,7.8958,,30.0,30.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
608,True,1,"Daniel, Mr. Robert Williams",27.0,0,0,113804,30.5,,27.0,27.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
609,True,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",22.0,1,2,SC/Paris 2123,41.5792,,22.0,22.0,0,Mrs,4,0,True,False,True,False,False,False,False,False,False,False,False,False,False,True
610,True,1,"Shutes, Miss. Elizabeth W",40.0,0,0,PC 17582,153.4625,C125,40.0,40.0,1,Miss,1,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False
611,False,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",39.0,1,5,347082,31.275,,39.0,39.0,0,Mrs,7,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
612,False,3,"Jardin, Mr. Jose Neto",,0,0,SOTON/O.Q. 3101305,7.05,,28.0,24.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
613,True,3,"Murphy, Miss. Margaret Jane",,1,0,367230,15.5,,28.0,24.0,0,Miss,2,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True
614,False,3,"Horgan, Mr. John",,0,0,370377,7.75,,28.0,24.0,0,Mr,1,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
615,False,3,"Brocklebank, Mr. William Alfred",35.0,0,0,364512,8.05,,35.0,35.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
616,True,2,"Herman, Miss. Alice",24.0,1,2,220845,65.0,,24.0,24.0,0,Miss,4,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
617,False,3,"Danbom, Mr. Ernst Gilbert",34.0,1,1,347080,14.4,,34.0,34.0,0,Mr,3,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
618,False,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",26.0,1,0,A/5. 3336,16.1,,26.0,26.0,0,Mrs,2,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
619,True,2,"Becker, Miss. Marion Louise",4.0,2,1,230136,39.0,F4,4.0,4.0,1,Miss,4,0,True,False,False,False,True,False,False,False,False,False,True,False,False,False
620,False,2,"Gavey, Mr. Lawrence",26.0,0,0,31028,10.5,,26.0,26.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
